NL;FOL;LLM_FOL;BLEU;LE
An airport connects domestic and international flights for passengers to travel.;∀x (Airport(x) → (∃y (DomesticFlights(y) ∧ Connects(x, y)) ∧ ∃z (InternationalFlights(z) ∧ Connects(x, z))));∀x (Airport(x) → (∃y (DomesticFlight(y) ∧ connects(x, y)) ∧ ∃z (InternationalFlight(z) ∧ connects(x, z))));0.8729435194251833;1.0
Students study in libraries, while athletes train in gyms.;∀x∀y (Student(x) → StudiesInLibrary(x)) ∧ (Athlete(y) → TrainsInGym(y));"∀x (Student(x) → Study(x, Library)),
∀y (Athlete(y) → Train(y, Gym)).";0.3997198810822312;0.0
An animal is considered an amphibian if it is a cold-blooded vertebrate that can live both on land and in water and undergoes metamorphosis.;∀x (Animal(x) ∧ ColdBloodedVertebrate(x) ∧ LivesOnLandAndWater(x) ∧ UndergoesMetamorphosis(x) → Amphibian(x));∀x (Amphibian(x) ↔ (ColdBlooded(x) ∧ Vertebrate(x) ∧ (OnLand(x) ∧ InWater(x)) ∧ UndergoesMetamorphosis(x)));0.42367507965243034;0.53125
A mirror reflects light to form images.;∀x∀y (Mirror(x) ∧ Light(y) → ReflectsToFormImages(x, y));∀x (Mirror(x) → ReflectsLight(x, y) ∧ FormsImages(x, y));0.4647448462493617;0.5
A city is considered a capital if it is the administrative center of a country.;∀x∀y (City(x) ∧ Country(y) ∧ AdministrativeCenter(x, y) → Capital(x, y));∀x (City(x) ∧ AdministrativeCenter(x, y) → Capital(x));0.5338119319495674;0.9375
A species is considered endangered if it has a declining population, faces threats to its habitat, and has a high risk of extinction in the wild.;∀x (Species(x) ∧ DecliningPopulation(x) ∧ FacesHabitatThreats(x) ∧ HighRiskOfExtinctionInWild(x) → Endangered(x));∀x (Endangered(x) ↔ DecliningPopulation(x) ∧ ThreatsToHabitat(x) ∧ HighRiskOfExtinction(x));0.4147257670494602;0.15625
Mountains are suitable for hiking when they have trails and proper weather conditions.;∀x (Mountain(x) ∧ Trails(x) ∧ ProperWeatherConditions(x) → SuitableForHiking(x));∀x (Mountain(x) → (Trail(x) ∧ ProperWeather(x) → SuitableForHiking(x)));0.6444280974574026;1.0
A medicine x is effective against a disease y for a patient z if it targets the causative agent of y and produces a positive outcome in the health condition of z.;∀x ∀y ∀z (Medicine(x) ∧ Disease(y) ∧ Patient(z) ∧ TargetsCausativeAgent(x, y) ∧ ProducesPositiveOutcome(x, z) → EffectiveAgainstDiseaseForPatient(x, y, z));∀x ∀y ∀z (Effective(x, y, z) ↔ (Targets(x, CausativeAgent(y)) ∧ ProducesPositiveOutcome(x, z)));0.47339839967339903;0.0
Not all flowers bloom during the day, some open at night.;∀x (Flower(x) ∧ ¬DayBlooming(x) → NightBlooming(x));∀x (Flower(x) → ¬Daytime(x) ∨ Nighttime(x));0.5777966168512882;0.75
A pesticide x is effective against a pest y if x can control, repel, or kill y to protect plants or animals from damage.;∀x ∀y (Pesticide(x) ∧ Pest(y) ∧ (Controls(x, y) ∨ Repels(x, y) ∨ Kills(x, y)) → EffectiveAgainst(x, y));∀x ∀y (Pesticide(x) ∧ Pest(y) → (Control(x, y) ∨ Repel(x, y) ∨ Kill(x, y)) → Protect(x, y, Plant ∨ Animal));0.6266381657362294;0.0
If a vehicle is a bicycle, then it has two wheels and is human-powered.;∀x (Vehicle(x) ∧ Bicycle(x) → HasTwoWheels(x) ∧ HumanPowered(x));∀x (Bicycle(x) → (TwoWheels(x) ∧ HumanPowered(x)));0.5765283249593297;0.6875
A substance is chemically reactive if it reacts easily with acids or bases, but not with both.;∀x (Substance(x) ∧ ChemicallyReactive(x) ↔ (ReactsWithAcids(x) ⊕ ReactsWithBases(x)));chemically_reactive(X) ∧ reacts_easily_with_acids(X) ∧ ¬reacts_easily_with_bases(X) ∨ reacts_easily_with_bases(X) ∧ ¬reacts_easily_with_acids(X);0.0;0.5
A food item is perishable if it has a limited shelf life and requires refrigeration or freezing.;∀x (FoodItem(x) ∧ LimitedShelfLife(x) ∧ RequiresRefrigerationOrFreezing(x) → Perishable(x));∀x (Perishable(x) ↔ (LimitedShelfLife(x) ∧ (Refrigeration(x) ∨ Freezing(x))));0.3883058591974479;0.5625
An individual is considered bilingual if they can speak and understand two languages fluently.;∀x (Individual(x) ∧ CanSpeakTwoLanguages(x) ∧ UnderstandsTwoLanguages(x) → Bilingual(x));bilingual(X) ∧ speak_language(X, L1) ∧ understand_language(X, L1) ∧ speak_language(X, L2) ∧ understand_language(X, L2) → fluent_bilingual(X);0.0;0.953125
Only nocturnal animals are active during the night, while diurnal animals are active during the day.;∀x (NocturnalAnimal(x) → ActiveAtNight(x)) ∧ (DiurnalAnimal(x) → ActiveDuringDay(x));∀x (Nocturnal(x) → Active(x, Night)) ∧ ∀x (Diurnal(x) → Active(x, Day));0.25664111227246655;0.0
An effective workout routine typically includes a combination of cardiovascular exercises, strength training, and flexibility exercises.;∀x (EffectiveWorkoutRoutine(x) → (CardiovascularExercises(x) ∧ StrengthTraining(x) ∧ FlexibilityExercises(x)));∀x (Effective_Workout_Routine(x) → (∃y (Cardiovascular_Exercise(y) ∧ Member(y, x))) ∧ (∃z (Strength_Training(z) ∧ Member(z, x))) ∧ (∃w (Flexibility_Exercise(w) ∧ Member(w, x))));0.13841322616808716;0.4765625
A dog barks when it's hungry.;∀x (Dog(x) ∧ Hungry(x) → Barks(x));∀x (Dog(x) → (Barks(x) ∧ Hungry(x)));0.803154665668484;0.75
All dogs are mammals, and some dogs are trained to be guide dogs.;∀x (Dog(x) → Mammal(x)) ∧ ∃x (Dog(x) ∧ TrainedGuideDog(x));∀x (Dog(x) → Mammal(x)) ∧ ∃y (Dog(y) ∧ Trained(y, GuideDog));0.591022643911044;0.9375
A place is considered a university if it is an institution of higher learning that offers undergraduate and graduate degree programs, as well as research and teaching opportunities for faculty.;∀x (University(x) ↔ (InstitutionOfHigherLearning(x) ∧ OffersUndergraduateAndGraduateDegreePrograms(x) ∧ ProvidesResearchAndTeachingOpportunitiesForFaculty(x)));∀x (University(x) ↔ (Institution_of_higher_learning(x) ∧ Offers_undergraduate_degree_programs(x) ∧ Offers_graduate_degree_programs(x) ∧ Offers_research_opportunities(x) ∧ Offers_teaching_opportunities_for_faculty(x)));0.4583034067124109;0.90625
A vacation is memorable when it includes unique experiences, scenic locations, and (provides opportunities for relaxation or features exciting activities).;∀x (Vacation(x) ∧ Memorable(x) ↔ (UniqueExperiences(x) ∧ ScenicLocations(x) ∧ (OpportunitiesForRelaxation(x) ∨ ExcitingActivities(x))));memorable(Vacation) ∧ includes(Vacation, UniqueExperiences) ∧ includes(Vacation, ScenicLocations) ∧ (relaxation(Vacation) ∨ excitingActivities(Vacation)) → memorableVacation(Vacation);0.1445748416326142;0.703125
A movie can be a comedy, a drama, or a thriller, but it cannot belong to all genres.;∀x (Movie(x) → ((Comedy(x) ∧ ¬Drama(x) ∧ ¬Thriller(x)) ∨ (¬Comedy(x) ∧ Drama(x) ∧ ¬Thriller(x)) ∨ (¬Comedy(x) ∧ ¬Drama(x) ∧ Thriller(x))));∀x (Movie(x) → (Comedy(x) ∨ Drama(x) ∨ Thriller(x)) ∧ ¬∀y (y ∈ {Comedy, Drama, Thriller} → Movie(x) ∧ y(x)));0.34608436898855705;0.0
An online shopping platform processes an order when the customer's payment is successful, the item is in stock, and shipping details are verified.;∀x ∀y ∀z (OnlineShoppingPlatform(x) ∧ Order(y) ∧ Customer(z) ∧ PaymentSuccessful(z) ∧ ItemInStock(y) ∧ ShippingDetailsVerified(y) → Processes(x, y, z));∀x (processes_order(x) ↔ (∃y (successful_payment(y) ∧ in_stock(x) ∧ verified_shipping(x))));0.12775534777717587;0.5078125
An event that occurs outdoors and has a large audience is popular.;∀x (Event(x) ∧ Outdoors(x) ∧ LargeAudience(x) → Popular(x));∀x (outdoors(x) ∧ largeAudience(x) → popular(x));0.6824249855699211;0.9375
A sculpture is considered abstract if it does not depict recognizable objects or figures.;∀x (Sculpture(x) ∧ Abstract(x) ↔ ¬DepictsRecognizableObjectsOrFigures(x));∀x (Abstract(x) ↔ ¬∃y (RecognizableObject(y) ∧ Depicts(x, y)));0.2981792160679168;1.0
A place is considered a museum if it is an institution that collects, preserves, and displays objects of historical, artistic, or scientific interest for public education and enjoyment.;∀x (Museum(x) ↔ (InstitutionThatCollectsPreservesAndDisplaysObjects(x) ∧ OfHistoricalArtisticOrScientificInterest(x) ∧ ForPublicEducationAndEnjoyment(x)));∀x (Museum(x) ↔ Institution(x) ∧ Collects(x, Objects) ∧ Preserves(x, Objects) ∧ Displays(x, Objects) ∧ PublicEducation(x) ∧ PublicEnjoyment(x) ∧ Historical(x) ∧ Artistic(x) ∧ Scientific(x));0.235840155298849;0.0
A comet becomes visible from Earth when its icy surface vaporizes, creating a glowing tail as it approaches the sun.;∀x∀y (Comet(x) ∧ Earth(y) ∧ IcySurfaceVaporizes(x) ∧ ApproachesSun(x) → (VisibleFromEarth(x, y) ∧ CreatesGlowingTail(x)));∀x (Comet(x) ∧ IcySurface(x) ∧ Vaporizes(x) → VisibleFromEarth(x)) ∧ ApproachesSun(x) → GlowingTail(x);0.4316584960559802;0.78125
A movie is a blockbuster if it has a high budget, features well-known actors, and earns a significant amount at the box office.;∀x (Movie(x) ∧ HighBudget(x) ∧ WellKnownActors(x) ∧ HighBoxOfficeEarnings(x) → Blockbuster(x));∀x (Movie(x) → (HighBudget(x) ∧ WellKnownActors(x) ∧ SignificantBoxOfficeEarnings(x) → Blockbuster(x)));0.7456495553738954;1.0
A beverage can be hot or cold, but it cannot change its temperature instantaneously.;∀x (Beverage(x) → (Hot(x) ∨ Cold(x)) ∧ ¬InstantTemperatureChange(x));hot(X) ∨ cold(X) ∧ ¬(∀t (hot(X) ∧ cold(X) ∧ t=0));0.18503199561392902;0.0
A computer is suitable for gaming if it has a powerful processor, a dedicated graphics card, and ample memory, but it is not suitable for gaming if it has low processing power and insufficient memory.;∀x (Computer(x) ∧ PowerfulProcessor(x) ∧ DedicatedGraphicsCard(x) ∧ AmpleMemory(x) → SuitableForGaming(x)) ∧ (Computer(x) ∧ LowProcessingPower(x) ∧ InsufficientMemory(x) → ¬SuitableForGaming(x));"suitable_for_gaming(X) ∧ powerful_processor(X) ∧ dedicated_graphics_card(X) ∧ ample_memory(X) → computer(X)
¬suitable_for_gaming(X) ∧ low_processing_power(X) ∧ insufficient_memory(X) → computer(X)";0.0;0.0
All birds lay eggs, and most birds can fly.;∀x (Bird(x) → (LaysEggs(x) ∧ CanFly(x) ⊕ ¬CanFly(x)));∀x (Bird(x) → EggLaying(x)) ∧ ∀x (Bird(x) → Flyable(x));0.4677357242838074;0.0
A square has all sides of equal length and all angles equal to 90 degrees.;∀x (Square(x) → (AllSidesEqualLength(x) ∧ AllAnglesEqualToNinetyDegrees(x)));∀x (Square(x) → (∀y (Side(x, y) → Equal(y, y)) ∧ ∀z (Angle(x, z) → Equal(z, 90))));0.231414945873062;0.84375
A building is a library if it houses a collection of books, multimedia resources, and other materials for public use or academic research.;∀x (Building(x) ∧ HousesCollectionOfBooks(x) ∧ HousesMultimediaResources(x) ∧ HousesOtherMaterials(x) ∧ (PublicUse(x) ∨ AcademicResearch(x)) → Library(x));∀x (Building(x) ∧ (Exists y (Collection(y) ∧ Contains(x, y) ∧ Books(y) ∧ Multimedia(y) ∧ OtherMaterials(y) ∧ PublicUse(y) ∧ AcademicResearch(y))) → Library(x));0.3231255064646489;0.0
A place is a forest if it is a large area covered with trees and undergrowth.;∀x (Forest(x) ↔ (Place(x) ∧ LargeArea(x) ∧ CoveredWithTrees(x) ∧ HasUndergrowth(x)));∀x (Place(x) ∧ LargeArea(x) ∧ CoveredWithTrees(x) ∧ Undergrowth(x) → Forest(x));0.7145073300724933;0.53125
A structure with multiple floors, connected by stairs or elevators, and designed for office or commercial use is called an office building.;∀x (Structure(x) ∧ MultipleFloors(x) ∧ ConnectedByStairsOrElevators(x) ∧ DesignedForOfficeOrCommercialUse(x) → OfficeBuilding(x));∀x (OfficeBuilding(x) → (∃y (Floors(x, y) ∧ ConnectedBy(x, y, Stairs ∨ Elevators) ∧ DesignedFor(x, Office ∨ Commercial))) );0.17169216046285882;0.0
An electronic device that records and stores video footage, uses a lens to capture images, and often includes audio recording is a video camera.;∀x (ElectronicDevice(x) ∧ RecordsAndStoresVideoFootage(x) ∧ UsesLensToCaptureImages(x) ∧ IncludesAudioRecording(x) → VideoCamera(x));∀x (VideoCamera(x) → (RecordsVideo(x) ∧ StoresVideo(x) ∧ UsesLens(x) ∧ OftenIncludesAudioRecording(x)));0.46633047604443023;0.5625
An office has employees.;∀x ∃y (Office(x) ∧ Employee(y) ∧ WorksAt(y, x));∀x (Office(x) → ∃y (Employee(y) ∧ HasEmployee(x, y)));0.4028998029112093;0.5
A communication technology that uses radio waves allows wireless data transfer, supports various devices, and has a specific range.;∀x (CommunicationTechnology(x) ∧ UsesRadioWaves(x) → AllowsWirelessDataTransfer(x) ∧ SupportsVariousDevices(x) ∧ HasSpecificRange(x));∀x (CommunicationTechnology(x) ∧ RadioWaves(x) → WirelessDataTransfer(x) ∧ SupportsDevices(x) ∧ HasSpecificRange(x));0.69707435607959;1.0
An alloy is created when two or more metallic elements are combined, resulting in a material with enhanced properties, such as increased strength or corrosion resistance.;∀x ∀y ∀z (Alloy(x) ∧ MetallicElement(y) ∧ EnhancedProperty(z) ∧ CombinesElementsAndResultsInMaterialWithEnhancedProperties(x, y, z) → Created(x));∀x (Alloy(x) → (∃y (MetallicElement(y) ∧ Combined(x, y)) ∧ EnhancedProperties(x)));0.36841401107767735;0.59375
Lions hunt prey and live in prides.;∀x∀y∀z (Lion(x) ∧ Prey(y) ∧ Pride(z) → (Hunts(x, y) ∧ LivesIn(x, z)));∀x (Lion(x) → (HuntPrey(x) ∧ LiveInPride(x)));0.1738562366772714;0.71875
A tropical rainforest, characterized by high levels of rainfall and a warm, humid climate, contains a vast diversity of plant and animal species, making it one of the most biologically rich ecosystems on Earth.;∀x (TropicalRainforest(x) → (HighRainfall(x) ∧ WarmHumidClimate(x) ∧ VastDiversityOfSpecies(x) ∧ BiologicallyRichEcosystem(x)));∀x (TropicalRainforest(x) → (HighRainfall(x) ∧ WarmHumidClimate(x)) ∧ VastDiversity(x) ∧ BiologicallyRich(x));0.7755931722836469;0.625
A zoo houses various animal species, such as mammals like elephants and giraffes, reptiles like snakes and crocodiles, and birds like parrots and penguins.;∀x ∀y (Zoo(x) ∧ (Mammal(x, y) ∧ (Elephant(y) ∨ Giraffe(y)) ∨ Reptile(x, y) ∧ (Snake(y) ∨ Crocodile(y)) ∨ Bird(x, y) ∧ (Parrot(y) ∨ Penguin(y))));∀x (Zoo(x) → (∃y (Mammal(y) ∧ Member(y, x)) ∧ ∃z (Reptile(z) ∧ Member(z, x)) ∧ ∃w (Bird(w) ∧ Member(w, x))));0.18079735119621188;0.4990234375
If a place is a desert, then it is dry and has little rainfall.;∀x (Desert(x) → Dry(x) ∧ LittleRainfall(x));∀x (Desert(x) → (Dry(x) ∧ LittleRainfall(x)));0.803154665668484;0.75
Not every artwork is a painting or a sculpture, but some are installations.;¬∀x (Artwork(x) → (Painting(x) ∨ Sculpture(x))) ∧ ∃y (Artwork(y) ∧ Installation(y));¬(Artwork(x) ∧ (Painting(x) ∨ Sculpture(x))) ∧ Some(y) (Artwork(y) ∧ Installation(y));0.7370051090471165;0.0
In a solar system, planets orbit a star while moons orbit planets, and both types of celestial bodies are affected by the star's gravitational force.;∀x∀y∀z (SolarSystem(x) ∧ Planet(y) ∧ Moon(z) ∧ OrbitsStar(y, x) ∧ OrbitsPlanet(z, y) → AffectedByStarsGravitationalForce(y, x) ∧ AffectedByStarsGravitationalForce(z, x));"∀x (Planet(x) → ∃y (Star(y) ∧ Orbit(x, y))),
∀x (Moon(x) → ∃y (Planet(y) ∧ Orbit(x, y))),
∀x (Planet(x) ∨ Moon(x)) → GravitationalForce(y, x).";0.185076136617744;0.0
A park that features well-maintained green spaces, safe play areas for children, and accessible walking paths can be a popular destination for families and outdoor enthusiasts.;∀x (Park(x) ∧ WellMaintainedGreenSpaces(x) ∧ SafePlayAreasForChildren(x) ∧ AccessibleWalkingPaths(x) → PopularDestinationForFamiliesAndOutdoorEnthusiasts(x));∀x (Park(x) ∧ WellMaintainedGreenSpaces(x) ∧ SafePlayAreasForChildren(x) ∧ AccessibleWalkingPaths(x) → PopularDestinationForFamilies(x) ∧ PopularDestinationForOutdoorEnthusiasts(x));0.7590598306198806;0.515625
A film that is a comedy and has won an award is a successful comedy film.;∀x ((Film(x) ∧ Comedy(x) ∧ WonAward(x)) → SuccessfulComedyFilm(x));∀x (Comedy(x) ∧ Award_Winner(x) → Successful_Comedy_Film(x));0.32809881760860593;0.9375
An artwork is valuable if it is aesthetically pleasing, created by a renowned artist, and either rare or has historical significance.;∀x (Artwork(x) ∧ AestheticallyPleasing(x) ∧ RenownedArtist(x) ∧ (Rare(x) ∨ HistoricalSignificance(x)) → Valuable(x));valuable(X) ∧ aesthetically_pleasing(X) ∧ renowned_artist(Y) ∧ (rare(X) ∨ historical_significance(X)) → artwork(X, Y);0.19832101837678545;1.0
There is a dessert that is both sweet and sour.;∃x (Dessert(x) ∧ Sweet(x) ∧ Sour(x));∃x (Dessert(x) ∧ Sweet(x) ∧ Sour(x));1.0;1.0
A square is a rectangle, but not every rectangle is a square.;∀x (Square(x) → Rectangle(x)) ∧ ∃y (Rectangle(y) ∧ ¬Square(y));∀x (Square(x) → Rectangle(x)) ∧ ¬∀x (Rectangle(x) → Square(x));0.600166122828138;0.0
If a celestial body is a planet, it orbits a star and has a spherical shape.;∀x (CelestialBody(x) ∧ Planet(x) → OrbitsStar(x) ∧ SphericalShape(x));∀x (Planet(x) → (Orbits(x, y) ∧ Spherical(x)));0.36069271639179357;0.6875
An archaeologist excavates ancient sites, discovers artifacts, and studies the history and culture of past civilizations.;∀x∀y∀z∀w (Archaeologist(x) ∧ AncientSite(y) ∧ Artifact(z) ∧ PastCivilization(w) → (Excavates(x, y) ∧ Discovers(x, z) ∧ StudiesHistoryAndCulture(x, w)));∀x (Archaeologist(x) → (Excavates(x, AncientSites) ∧ Discovers(x, Artifacts) ∧ Studies(x, HistoryAndCultureOfPastCivilizations)));0.2816950196876521;0.6171875
A substance is considered a metal if it is solid, shiny, and conducts heat and electricity.;∀x (Substance(x) ∧ Solid(x) ∧ Shiny(x) ∧ ConductsHeat(x) ∧ ConductsElectricity(x) → Metal(x));∀x (Metal(x) ↔ Solid(x) ∧ Shiny(x) ∧ ConductsHeat(x) ∧ ConductsElectricity(x));0.7028381506523489;0.078125
"Mountains with an elevation above 8,000 meters are referred to as ""eight-thousanders.""";∀x (Mountain(x) ∧ ElevationAbove8000Meters(x) → EightThousander(x));∀x (Mountain(x) ∧ Elevation(x) > 8000 → EightThousander(x));0.6514613449066712;0.0
Plants that receive proper care, including pruning and pest control, are more likely to thrive and produce higher yields.;∀x (Plant(x) ∧ ReceivesProperCareIncludingPruningAndPestControl(x) → (Thrives(x) ∧ ProducesHigherYields(x)));∀x (Plant(x) ∧ ProperCare(x) → Thrive(x) ∧ HighYield(x));0.5652500552583395;0.625
An astronaut explores, a scientist researches, and a writer writes.;∃x ∃y ∃z (Astronaut(x) ∧ Explores(x) ∧ Scientist(y) ∧ Researches(y) ∧ Writer(z) ∧ Writes(z));∀x (Astronaut(x) → Explores(x)) ∧ ∀y (Scientist(y) → Researches(y)) ∧ ∀z (Writer(z) → Writes(z));0.42574923394791286;0.59375
All rectangles have four sides and four right angles.;∀x (Rectangle(x) → (HasFourSides(x) ∧ HasFourRightAngles(x)));∀x (Rectangle(x) → (FourSides(x) ∧ FourRightAngles(x)));0.7076534431960262;1.0
A novel is fictional, while a documentary film presents facts and a poem expresses emotions.;∀x ∀y ∀z (Novel(x) ∧ DocumentaryFilm(y) ∧ Poem(z) → (Fictional(x) ∧ PresentsFacts(y) ∧ ExpressesEmotions(z)));∀x (Novel(x) → Fictional(x)) ∧ ∀y (DocumentaryFilm(y) → ¬Fictional(y)) ∧ ∀z (Poem(z) → ExpressesEmotions(z));0.4564807221609484;0.53125
A garden has flowers and plants that require sunlight and water to grow.;∀x ∀y (Garden(x) ∧ (Flower(y) ∨ Plant(y)) → (Has(x, y) ∧ Requires(y, Sunlight) ∧ Requires(y, Water)));∀x (Garden(x) → (∃y (Flower(y) ∧ Member(y, x)) ∧ ∃z (Plant(z) ∧ Member(z, x)) ∧ (∀w (Sunlight(w) → Requires(w, x)) ∧ (∀u (Water(u) → Requires(u, x)))));0.189902924205034;0.0
A planet with a thin atmosphere and temperatures below freezing point is unsuitable for supporting human life.;∀x (Planet(x) ∧ ThinAtmosphere(x) ∧ BelowFreezingPoint(x) → UnsupportiveOfHumanLife(x));∀x (Planet(x) ∧ ThinAtmosphere(x) ∧ FreezingTemperature(x) → UnsuitableForHumanLife(x));0.7522135016840221;1.0
Not every language is written or spoken.;¬(∀x (Language(x) → (Written(x) ∨ Spoken(x))));¬(Language(x) ∧ (Written(x) ∨ Spoken(x)));0.6608501022653296;0.5
All cells have a nucleus, except for prokaryotic cells.;∀x (Cell(x) → (HasNucleus(x) ∨ Prokaryotic(x)));∀x (Cell(x) → (Nucleus(x) ∨ ¬Prokaryotic(x)));0.7242447986095324;0.75
A lake contains fish, supports aquatic plants, and serves as a habitat for various species.;∀x (Lake(x) → (ContainsFish(x) ∧ SupportsAquaticPlants(x) ∧ ServesAsHabitat(x)));∀x (Lake(x) → (Fish(x) ∧ Aquatic_Plant(x) ∧ Habitat(x, Various_Species)));0.5403356450597102;1.0
A place is considered a theater if it hosts live performances or movies.;∀x (Theater(x) ↔ (HostsLivePerformances(x) ∨ HostsMovies(x)));∀x (Place(x) ∧ (Live_Performance(x) ∨ Movie(x)) → Theater(x));0.3446568573681592;0.6875
An endangered species is protected by law to prevent its extinction.;∀x (EndangeredSpecies(x) → ProtectedByLaw(x));∀x (EndangeredSpecies(x) → ProtectedByLaw(x) ∧ PreventsExtinction(x));0.6952582546166497;0.625
A smartphone is user-friendly if it has an intuitive interface or useful features.;∀x (Smartphone(x) ∧ (IntuitiveInterface(x) ∨ UsefulFeatures(x)) → UserFriendly(x));∀x (UserFriendly(x) → (∃y (IntuitiveInterface(y) ∧ Has(x, y)) ∨ ∃z (UsefulFeatures(z) ∧ Has(x, z))));0.1505498528049872;0.78125
A flashlight is useful in dark places or during power outages.;∀x (Flashlight(x) → (UsefulInDarkPlaces(x) ∨ UsefulDuringPowerOutage(x)));∀x (Flashlight(x) → (DarkPlace(x) ∨ PowerOutage(x)) → Useful(x));0.5289153452794635;0.6875
A movie is thrilling when it has intense action scenes and a suspenseful atmosphere.;∀x (Movie(x) ∧ IntenseActionScenes(x) ∧ SuspensefulAtmosphere(x) → Thrilling(x));thrilling(X) ∧ action_scenes(X) ∧ suspenseful_atmosphere(X) → movie(X);0.0;1.0
A food item that is made from grains, is typically baked, and is a staple in many cultures is bread.;∀x∀y (FoodItem(x) ∧ Grains(y) ∧ MadeFrom(x, y) ∧ TypicallyBaked(x) ∧ StapleInManyCultures(x) → Bread(x));∀x (FoodItem(x) ∧ MadeFromGrains(x) ∧ TypicallyBaked(x) ∧ StapleInManyCultures(x) → Bread(x));0.5795889376448046;0.984375
A bird can fly and build nests, while an insect can crawl and sometimes fly as well.;∀x (Bird(x) ∧ (CanFly(x) ∨ BuildsNests(x)) ∧ Insect(x) ∧ (CanCrawl(x) ∨ CanFly(x)));∀x (Bird(x) → Fly(x) ∧ BuildNests(x)) ∧ ∀y (Insect(y) → Crawl(y) ∧ SometimesFly(y));0.3681586816108195;0.921875
Mountains experience snowfall, have steep slopes, and attract hikers.;∀x (Mountain(x) → (ExperiencesSnowfall(x) ∧ HasSteepSlopes(x) ∧ AttractsHikers(x)));∀x (Mountain(x) → (Snowfall(x) ∧ SteepSlope(x) ∧ AttractHikers(x)));0.6537028277184915;1.0
A place is considered a gymnasium if it is a facility equipped for physical exercise, sports, and other forms of fitness training.;∀x (Gymnasium(x) ↔ (FacilityEquippedForPhysicalExerciseSportsAndFitnessTraining(x)));∀x (Gymnasium(x) ↔ Facility(x) ∧ Equipped(x, PhysicalExercise) ∧ Equipped(x, Sports) ∧ Equipped(x, FitnessTraining));0.2575863752355164;0.5625
An area with a large concentration of trees and plants that absorb carbon dioxide and produce oxygen is called a carbon sink.;∀x (Area(x) ∧ LargeConcentrationOfTreesAndPlants(x) ∧ AbsorbsCarbonDioxide(x) ∧ ProducesOxygen(x) → CarbonSink(x));∀x (CarbonSink(x) ↔ (ConcentrationOfTreesAndPlants(x) ∧ AbsorbsCarbonDioxide(x) ∧ ProducesOxygen(x)));0.624277139780809;0.53125
If a person is a teacher, they have a teaching degree and work at an educational institution.;∀x (Person(x) ∧ Teacher(x) → (HasTeachingDegree(x) ∧ WorksAtEducationalInstitution(x)));∀x (Teacher(x) → (HasDegree(x, TeachingDegree) ∧ WorksAt(x, EducationalInstitution)));0.33704717960146463;0.8125
A cooking class can teach students how to prepare vegan or gluten-free dishes, but not if the class is focused on traditional cuisine or if it's a baking class.;∀x (CookingClass(x) ∧ ¬(TraditionalCuisine(x) ∨ BakingClass(x)) → (TeachesVeganDishes(x) ∨ TeachesGlutenFreeDishes(x)));teaches(C, vegan) ∧ teaches(C, gluten_free) ∧ ¬traditional_cuisine(C) ∧ ¬baking_class(C) → C.teaches(vegan, gluten_free);0.0;0.9375
All apples are fruits.;∀x (Apple(x) → Fruit(x));∀x (Apple(x) → Fruit(x));1.0;1.0
A building x is a museum if it is dedicated to the collection, preservation, interpretation, and display of objects of artistic, cultural, or scientific importance.;∀x (Building(x) ∧ DedicatedToCollection(x) ∧ DedicatedToPreservation(x) ∧ DedicatedToInterpretation(x) ∧ DedicatedToDisplay(x) → Museum(x));∀x (Building(x) ∧ Dedicated(x, collection, preservation, interpretation, display) ∧ Objects(x, artistic, cultural, scientific) → Museum(x));0.38061054936696787;0.953125
A device is a smartphone if it can make phone calls, send messages, and access the internet.;∀x (Smartphone(x) ↔ (CanMakePhoneCalls(x) ∧ CanSendMessages(x) ∧ CanAccessInternet(x)));∀x (Device(x) ∧ PhoneCall(x) ∧ Message(x) ∧ Internet(x) → Smartphone(x));0.3830925177304675;0.53125
A fruit is a berry if it has a fleshy exocarp, multiple seeds, and is derived from a single ovary.;∀x (Berry(x) → (Fruit(x) ∧ FleshyExocarp(x) ∧ ∃y (MultipleSeeds(y) ∧ HasSeeds(x, y)) ∧ SingleOvary(x)));∀x (Fruit(x) ∧ FleshyExocarp(x) ∧ MultipleSeeds(x) ∧ DerivedFromSingleOvary(x) → Berry(x));0.42007040502672843;0.546875
A medication treats a specific medical condition if it targets the underlying cause or alleviates the symptoms of that condition.;∀x ∀y (Medication(x) ∧ MedicalCondition(y) ∧ (TargetsUnderlyingCause(x, y) ∨ AlleviatesSymptoms(x, y)) → TreatsCondition(x, y));∀x (Medication(x) ∧ MedicalCondition(y) → (Target(x, Cause(y)) ∨ Alleviate(x, Symptom(y))) → Treats(x, y));0.4624671233465311;0.0
A mathematical operation is either addition or subtraction, but not both.;∀x (MathematicalOperation(x) → (Addition(x) ⊕ Subtraction(x)));∀x (MathematicalOperation(x) → (Addition(x) ∨ Subtraction(x)) ∧ ¬(Addition(x) ∧ Subtraction(x)));0.5032370023805727;0.875
If a person is a dentist, they diagnose and treat dental problems.;∀x (Dentist(x) → (DiagnosesDentalProblems(x) ∧ TreatsDentalProblems(x)));∀x (Dentist(x) → (Diagnose(x, dental_problem) ∧ Treat(x, dental_problem)));0.4581091965946312;1.0
Countries have capitals.;∀x (Country(x) → ∃y (Capital(y) ∧ HasCapital(x, y)));∀x (Country(x) → ∃y (Capital(y, x)));0.6253288279102708;0.875
